Chambres,Superficie_m2,DistanceRoute_m,Quartier,AgeMaison,LoyerMensuel_BIF,Confort_Score,Chambres_par_Superficie
6.0,283.0,153.0,Kinanira,18.0,2594250,3.0,0.02120141342756184
2.0,97.0,272.0,Buyenzi,34.0,281230,3.0,0.020618556701030927
3.0,145.0,54.0,Cibitoke,16.0,877121,3.0,0.020689655172413793
6.0,,250.0,Nyakabiga,34.0,1320592,2.0,
2.0,108.0,,Autres,18.0,837956,3.0,0.018518518518518517
6.0,275.0,174.0,Cibitoke,19.0,1537399,3.0,0.02181818181818182
2.0,127.0,170.0,Kamenge,35.0,382743,2.0,0.015748031496062992
3.0,148.0,18.0,Buyenzi,34.0,594316,4.0,0.02027027027027027
2.0,123.0,207.0,Rohero,,1502898,2.0,0.016260162601626018
2.0,123.0,292.0,Kamenge,39.0,393758,2.0,0.016260162601626018
2.0,72.0,193.0,Kamenge,23.0,453508,2.0,0.027777777777777776
1.0,83.0,159.0,Kinama,16.0,400447,4.0,0.012048192771084338
1.0,74.0,59.0,Gasekebuye,6.0,1208953,3.0,0.013513513513513514
1.0,,,Nyakabiga,0.0,455996,2.0,
3.0,115.0,214.0,Kinanira,34.0,1137214,3.0,0.02608695652173913
6.0,303.0,79.0,Musaga,31.0,1354551,3.0,0.019801980198019802
5.0,248.0,281.0,Gasekebuye,35.0,2200592,2.0,0.020161290322580645
2.0,74.0,137.0,Cibitoke,12.0,616713,3.0,0.02702702702702703
2.0,99.0,63.0,Kamenge,5.0,633512,3.0,0.020202020202020204
3.0,144.0,,Cibitoke,13.0,1060181,3.0,0.020833333333333332
2.0,128.0,68.0,Kiriri,36.0,1536788,3.0,0.015625
1.0,81.0,264.0,Cibitoke,14.0,460153,3.0,0.012345679012345678
5.0,221.0,197.0,Rohero,3.0,2311703,3.0,0.02262443438914027
4.0,207.0,147.0,Bwiza,,867405,3.0,0.01932367149758454
2.0,116.0,,,15.0,2494708,3.0,0.017241379310344827
1.0,47.0,218.0,Kiriri,27.0,663181,1.0,0.02127659574468085
4.0,174.0,246.0,Nyakabiga,,978257,1.0,0.022988505747126436
5.0,241.0,213.0,Gasekebuye,3.0,2504289,4.0,0.02074688796680498
4.0,180.0,97.0,Nyakabiga,25.0,1252226,3.0,0.022222222222222223
1.0,38.0,146.0,Ngagara,27.0,507985,2.0,0.02631578947368421
6.0,251.0,116.0,Gihosha,31.0,2462288,4.0,0.02390438247011952
6.0,260.0,63.0,Nyakabiga,1.0,1680764,2.0,0.023076923076923078
4.0,210.0,47.0,Cibitoke,30.0,1229634,4.0,0.01904761904761905
3.0,153.0,211.0,Kinanira,2.0,1074822,1.0,0.0196078431372549
4.0,197.0,272.0,Cibitoke,7.0,1234057,3.0,0.02030456852791878
2.0,,300.0,Kinanira,23.0,1338887,3.0,
2.0,103.0,122.0,Bwiza,14.0,394031,1.0,0.019417475728155338
6.0,287.0,24.0,,30.0,2600000,4.0,0.020905923344947737
3.0,164.0,226.0,Bwiza,8.0,571904,3.0,0.018292682926829267
1.0,58.0,170.0,Gasekebuye,38.0,807331,3.0,0.017241379310344827
2.0,87.0,135.0,Gasekebuye,1.0,969164,1.0,0.022988505747126436
6.0,279.0,160.0,Kiriri,7.0,2600000,2.0,0.021505376344086023
5.0,219.0,188.0,Ngagara,6.0,1734567,4.0,0.0228310502283105
6.0,276.0,94.0,Kinanira,38.0,1831063,2.0,0.021739130434782608
2.0,120.0,,Kiriri,15.0,2291921,4.0,0.016666666666666666
2.0,103.0,17.0,Nyakabiga,34.0,667150,3.0,0.019417475728155338
6.0,301.0,297.0,Rohero,29.0,2600000,3.0,0.019933554817275746
1.0,81.0,234.0,Gasekebuye,9.0,1656710,4.0,0.012345679012345678
4.0,197.0,296.0,Kinanira,37.0,1266130,3.0,0.02030456852791878
2.0,102.0,30.0,Bwiza,17.0,550558,4.0,0.0196078431372549
6.0,273.0,79.0,Cibitoke,4.0,1241076,3.0,0.02197802197802198
6.0,264.0,154.0,Musaga,28.0,1635774,4.0,0.022727272727272728
3.0,174.0,152.0,Nyakabiga,38.0,1056394,4.0,0.017241379310344827
4.0,189.0,12.0,Musaga,33.0,951313,3.0,0.021164021164021163
5.0,259.0,33.0,Buyenzi,22.0,889633,3.0,0.019305019305019305
1.0,66.0,300.0,Buyenzi,4.0,268868,3.0,0.015151515151515152
5.0,255.0,213.0,Cibitoke,29.0,1313016,4.0,0.0196078431372549
4.0,176.0,132.0,Buyenzi,5.0,569998,3.0,0.022727272727272728
4.0,164.0,120.0,Gihosha,3.0,1678140,2.0,0.024390243902439025
4.0,188.0,148.0,Bwiza,28.0,582680,2.0,0.02127659574468085
5.0,208.0,239.0,Gasekebuye,22.0,2580300,4.0,0.02403846153846154
4.0,169.0,11.0,Kiriri,5.0,2568644,3.0,0.023668639053254437
6.0,305.0,49.0,Ngagara,31.0,1999986,4.0,0.019672131147540985
5.0,221.0,243.0,Nyakabiga,17.0,1597434,5.0,0.02262443438914027
4.0,169.0,159.0,Musaga,14.0,981613,3.0,0.023668639053254437
,266.0,185.0,Cibitoke,,1702764,4.0,
3.0,174.0,219.0,Gihosha,31.0,1318338,3.0,0.017241379310344827
4.0,179.0,92.0,Cibitoke,8.0,944078,2.0,0.0223463687150838
5.0,228.0,260.0,Kiriri,36.0,2600000,3.0,0.021929824561403508
2.0,74.0,77.0,Gihosha,9.0,873429,3.0,0.02702702702702703
4.0,193.0,183.0,Autres,19.0,1065267,3.0,0.02072538860103627
2.0,75.0,216.0,Bwiza,5.0,596160,4.0,0.02666666666666667
6.0,302.0,297.0,Buyenzi,2.0,1087533,4.0,0.019867549668874173
3.0,116.0,238.0,Buyenzi,10.0,395848,3.0,0.02586206896551724
1.0,37.0,,Bwiza,16.0,221451,2.0,0.02702702702702703
3.0,157.0,227.0,Bwiza,,569075,3.0,0.01910828025477707
4.0,202.0,123.0,Kinanira,3.0,1622245,2.0,0.019801980198019802
2.0,117.0,268.0,Kinama,3.0,770113,4.0,0.017094017094017096
2.0,80.0,211.0,Bwiza,16.0,286840,2.0,0.025
5.0,255.0,99.0,Cibitoke,40.0,1329786,3.0,0.0196078431372549
,116.0,226.0,Kinanira,18.0,1089805,4.0,
5.0,261.0,280.0,Autres,4.0,1231964,3.0,0.019157088122605363
6.0,272.0,235.0,Nyakabiga,31.0,1464786,4.0,0.022058823529411766
1.0,79.0,123.0,Kinanira,21.0,919045,3.0,0.012658227848101266
4.0,175.0,272.0,Kamenge,,724139,2.0,0.022857142857142857
5.0,235.0,277.0,Buyenzi,34.0,741104,3.0,0.02127659574468085
1.0,35.0,68.0,Kiriri,21.0,1023285,2.0,0.02857142857142857
2.0,123.0,15.0,Kamenge,0.0,635416,2.0,0.016260162601626018
2.0,85.0,102.0,Cibitoke,19.0,435552,1.0,0.023529411764705882
1.0,32.0,75.0,Musaga,21.0,296607,2.0,0.03125
2.0,73.0,62.0,Musaga,10.0,547994,3.0,0.0273972602739726
6.0,289.0,294.0,Bwiza,12.0,1022991,4.0,0.020761245674740483
6.0,253.0,255.0,Nyakabiga,2.0,1519435,3.0,0.023715415019762844
1.0,80.0,280.0,Kinanira,8.0,538675,1.0,0.0125
5.0,229.0,54.0,Musaga,11.0,1488004,4.0,0.021834061135371178
5.0,207.0,220.0,Gihosha,22.0,1914672,3.0,0.024154589371980676
1.0,56.0,,Bwiza,13.0,365056,3.0,0.017857142857142856
5.0,207.0,275.0,Gihosha,32.0,1633760,2.0,0.024154589371980676
5.0,231.0,88.0,Gasekebuye,17.0,2264817,3.0,0.021645021645021644
6.0,278.0,297.0,Nyakabiga,40.0,1625730,3.0,0.02158273381294964
,236.0,130.0,Ngagara,8.0,1793307,4.0,
3.0,164.0,300.0,Kiriri,22.0,2294975,3.0,0.018292682926829267
4.0,217.0,76.0,Buyenzi,9.0,549844,2.0,0.018433179723502304
2.0,120.0,300.0,Kinanira,18.0,1018714,3.0,0.016666666666666666
3.0,133.0,240.0,Autres,4.0,661844,1.0,0.022556390977443608
5.0,225.0,60.0,Kiriri,22.0,2600000,2.0,0.022222222222222223
6.0,254.0,114.0,Bwiza,29.0,1119505,4.0,0.023622047244094488
1.0,42.0,196.0,Cibitoke,24.0,354049,3.0,0.023809523809523808
5.0,232.0,97.0,Rohero,27.0,2600000,5.0,0.021551724137931036
6.0,291.0,60.0,Rohero,33.0,2562145,2.0,0.020618556701030927
4.0,181.0,64.0,Autres,24.0,1182846,3.0,0.022099447513812154
5.0,225.0,142.0,Rohero,9.0,2600000,4.0,0.022222222222222223
,30.0,43.0,Musaga,13.0,295927,2.0,
6.0,250.0,32.0,,29.0,1921167,4.0,0.024
6.0,254.0,53.0,Gasekebuye,40.0,2600000,3.0,0.023622047244094488
6.0,290.0,129.0,Ngagara,24.0,2043228,4.0,0.020689655172413793
4.0,171.0,17.0,Gasekebuye,13.0,1967570,3.0,0.023391812865497075
5.0,230.0,40.0,Kinanira,34.0,1558421,2.0,0.021739130434782608
4.0,205.0,105.0,Kinanira,33.0,1859845,4.0,0.01951219512195122
,103.0,286.0,Ngagara,9.0,867065,3.0,
2.0,118.0,90.0,Nyakabiga,34.0,1139022,3.0,0.01694915254237288
5.0,218.0,8.0,Kinanira,10.0,1760321,3.0,0.022935779816513763
4.0,185.0,227.0,Nyakabiga,10.0,1294312,3.0,0.021621621621621623
4.0,,239.0,Cibitoke,14.0,1190263,4.0,
3.0,,76.0,Rohero,32.0,1995431,2.0,
4.0,194.0,189.0,Nyakabiga,39.0,1208719,3.0,0.020618556701030927
5.0,257.0,122.0,Gasekebuye,22.0,2451878,4.0,0.019455252918287938
2.0,126.0,225.0,Rohero,3.0,1441714,2.0,0.015873015873015872
5.0,,65.0,Kamenge,15.0,1160062,4.0,
5.0,241.0,205.0,Ngagara,4.0,1675700,3.0,0.02074688796680498
4.0,192.0,277.0,Rohero,17.0,2600000,4.0,0.020833333333333332
6.0,276.0,,Kinanira,38.0,1831063,2.0,0.021739130434782608
5.0,241.0,213.0,Gasekebuye,3.0,2504289,3.0,0.02074688796680498
